"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2013","Slovakia","Total","Females","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Slovakia","Total","Females","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Slovakia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2013","Slovakia","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Slovakia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Slovakia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Slovakia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Slovakia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Slovakia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","Finland","Total","Males","Less than 18 years","Asylum applicant","Person","70"
"2013","Finland","Total","Males","From 18 to 34 years","Asylum applicant","Person","880"
"2013","Finland","Total","Males","From 35 to 64 years","Asylum applicant","Person","145"
"2013","Finland","Total","Males","65 years or over","Asylum applicant","Person","0"
"2013","Finland","Total","Males","Unknown","Asylum applicant","Person","0"
"2013","Finland","Total","Females","Less than 18 years","Asylum applicant","Person","70"
"2013","Finland","Total","Females","From 18 to 34 years","Asylum applicant","Person","195"
"2013","Finland","Total","Females","From 35 to 64 years","Asylum applicant","Person","50"
"2013","Finland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2013","Finland","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Finland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Finland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Finland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Finland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Finland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","Sweden","Total","Males","Less than 18 years","Asylum applicant","Person","9,905"
"2013","Sweden","Total","Males","From 18 to 34 years","Asylum applicant","Person","16,335"
"2013","Sweden","Total","Males","From 35 to 64 years","Asylum applicant","Person","8,200"
"2013","Sweden","Total","Males","65 years or over","Asylum applicant","Person","400"
"2013","Sweden","Total","Males","Unknown","Asylum applicant","Person","0"
"2013","Sweden","Total","Females","Less than 18 years","Asylum applicant","Person","6,785"
"2013","Sweden","Total","Females","From 18 to 34 years","Asylum applicant","Person","7,420"
"2013","Sweden","Total","Females","From 35 to 64 years","Asylum applicant","Person","4,795"
"2013","Sweden","Total","Females","65 years or over","Asylum applicant","Person","525"
"2013","Sweden","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Sweden","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Sweden","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Sweden","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Sweden","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Sweden","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","UK","Total","Males","Less than 18 years","Asylum applicant","Person","3,540"
"2013","UK","Total","Males","From 18 to 34 years","Asylum applicant","Person","11,825"
"2013","UK","Total","Males","From 35 to 64 years","Asylum applicant","Person","4,440"
"2013","UK","Total","Males","65 years or over","Asylum applicant","Person","185"
"2013","UK","Total","Males","Unknown","Asylum applicant","Person","735"
"2013","UK","Total","Females","Less than 18 years","Asylum applicant","Person","2,365"
"2013","UK","Total","Females","From 18 to 34 years","Asylum applicant","Person","4,820"
"2013","UK","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,225"
"2013","UK","Total","Females","65 years or over","Asylum applicant","Person","180"
"2013","UK","Total","Females","Unknown","Asylum applicant","Person","480"
"2013","UK","Total","Unknown","Less than 18 years","Asylum applicant","Person","10"
"2013","UK","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","10"
"2013","UK","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","UK","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","UK","Total","Unknown","Unknown","Asylum applicant","Person","5"
"2013","Iceland","Total","Males","Less than 18 years","Asylum applicant","Person","25"
"2013","Iceland","Total","Males","From 18 to 34 years","Asylum applicant","Person","60"
"2013","Iceland","Total","Males","From 35 to 64 years","Asylum applicant","Person","35"
"2013","Iceland","Total","Males","65 years or over","Asylum applicant","Person","0"
"2013","Iceland","Total","Males","Unknown","Asylum applicant","Person","0"
"2013","Iceland","Total","Females","Less than 18 years","Asylum applicant","Person","10"
"2013","Iceland","Total","Females","From 18 to 34 years","Asylum applicant","Person","25"
"2013","Iceland","Total","Females","From 35 to 64 years","Asylum applicant","Person","10"
"2013","Iceland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2013","Iceland","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Iceland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Iceland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Iceland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Iceland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Iceland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Males","Less than 18 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Males","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Males","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Males","65 years or over","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Males","Unknown","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Females","Less than 18 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Females","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Females","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Females","65 years or over","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Liechtenstein","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","Norway","Total","Males","Less than 18 years","Asylum applicant","Person","1,680"
"2013","Norway","Total","Males","From 18 to 34 years","Asylum applicant","Person","5,220"
"2013","Norway","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,480"
"2013","Norway","Total","Males","65 years or over","Asylum applicant","Person","25"
"2013","Norway","Total","Males","Unknown","Asylum applicant","Person","0"
"2013","Norway","Total","Females","Less than 18 years","Asylum applicant","Person","1,035"
"2013","Norway","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,905"
"2013","Norway","Total","Females","From 35 to 64 years","Asylum applicant","Person","600"
"2013","Norway","Total","Females","65 years or over","Asylum applicant","Person","30"
"2013","Norway","Total","Females","Unknown","Asylum applicant","Person","0"
"2013","Norway","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Norway","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Norway","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Norway","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Norway","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2013","Switzerland","Total","Males","Less than 18 years","Asylum applicant","Person","3,035"
"2013","Switzerland","Total","Males","From 18 to 34 years","Asylum applicant","Person","10,140"
"2013","Switzerland","Total","Males","From 35 to 64 years","Asylum applicant","Person","2,895"
"2013","Switzerland","Total","Males","65 years or over","Asylum applicant","Person","45"
"2013","Switzerland","Total","Males","Unknown","Asylum applicant","Person","5"
"2013","Switzerland","Total","Females","Less than 18 years","Asylum applicant","Person","2,320"
"2013","Switzerland","Total","Females","From 18 to 34 years","Asylum applicant","Person","2,110"
"2013","Switzerland","Total","Females","From 35 to 64 years","Asylum applicant","Person","850"
"2013","Switzerland","Total","Females","65 years or over","Asylum applicant","Person","55"
"2013","Switzerland","Total","Females","Unknown","Asylum applicant","Person","5"
"2013","Switzerland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2013","Switzerland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2013","Switzerland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2013","Switzerland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2013","Switzerland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2014","Belgium","Total","Males","Less than 18 years","Asylum applicant","Person","3,660"
"2014","Belgium","Total","Males","From 18 to 34 years","Asylum applicant","Person","7,615"
"2014","Belgium","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,380"
"2014","Belgium","Total","Males","65 years or over","Asylum applicant","Person","100"
"2014","Belgium","Total","Males","Unknown","Asylum applicant","Person","0"
"2014","Belgium","Total","Females","Less than 18 years","Asylum applicant","Person","3,045"
"2014","Belgium","Total","Females","From 18 to 34 years","Asylum applicant","Person","3,225"
"2014","Belgium","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,705"
"2014","Belgium","Total","Females","65 years or over","Asylum applicant","Person","120"
"2014","Belgium","Total","Females","Unknown","Asylum applicant","Person","0"
"2014","Belgium","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2014","Belgium","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2014","Belgium","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2014","Belgium","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2014","Belgium","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Males","Less than 18 years","Asylum applicant","Person","2,285"
"2014","Bulgaria","Total","Males","From 18 to 34 years","Asylum applicant","Person","5,195"
"2014","Bulgaria","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,025"
"2014","Bulgaria","Total","Males","65 years or over","Asylum applicant","Person","20"
"2014","Bulgaria","Total","Males","Unknown","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Females","Less than 18 years","Asylum applicant","Person","1,060"
"2014","Bulgaria","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,035"
"2014","Bulgaria","Total","Females","From 35 to 64 years","Asylum applicant","Person","440"
"2014","Bulgaria","Total","Females","65 years or over","Asylum applicant","Person","25"
"2014","Bulgaria","Total","Females","Unknown","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2014","Bulgaria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2014","Czechia","Total","Males","Less than 18 years","Asylum applicant","Person","130"
"2014","Czechia","Total","Males","From 18 to 34 years","Asylum applicant","Person","315"
"2014","Czechia","Total","Males","From 35 to 64 years","Asylum applicant","Person","295"
"2014","Czechia","Total","Males","65 years or over","Asylum applicant","Person","15"
"2014","Czechia","Total","Males","Unknown","Asylum applicant","Person","0"
"2014","Czechia","Total","Females","Less than 18 years","Asylum applicant","Person","95"
"2014","Czechia","Total","Females","From 18 to 34 years","Asylum applicant","Person","160"
"2014","Czechia","Total","Females","From 35 to 64 years","Asylum applicant","Person","135"
"2014","Czechia","Total","Females","65 years or over","Asylum applicant","Person","10"
"2014","Czechia","Total","Females","Unknown","Asylum applicant","Person","0"
"2014","Czechia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
